2026-06-22 21:08:55,555 DEBUG Horse: Создание Horse, имя [Horse0], скорость [1.0]
2026-06-22 21:08:55,562 DEBUG Horse: Создание Horse, имя [Horse1], скорость [2.0]
2026-06-22 21:08:55,562 DEBUG Horse: Создание Horse, имя [Horse2], скорость [3.0]
2026-06-22 21:08:55,562 DEBUG Horse: Создание Horse, имя [Horse3], скорость [4.0]
2026-06-22 21:08:55,563 DEBUG Horse: Создание Horse, имя [Horse4], скорость [5.0]
2026-06-22 21:08:55,563 DEBUG Horse: Создание Horse, имя [Horse5], скорость [6.0]
2026-06-22 21:08:55,564 DEBUG Horse: Создание Horse, имя [Horse6], скорость [7.0]
2026-06-22 21:08:55,564 DEBUG Horse: Создание Horse, имя [Horse7], скорость [8.0]
2026-06-22 21:08:55,564 DEBUG Horse: Создание Horse, имя [Horse8], скорость [9.0]
2026-06-22 21:08:55,564 DEBUG Horse: Создание Horse, имя [Horse9], скорость [10.0]
2026-06-22 21:08:55,565 DEBUG Horse: Создание Horse, имя [Horse10], скорость [11.0]
2026-06-22 21:08:55,565 DEBUG Horse: Создание Horse, имя [Horse11], скорость [12.0]
2026-06-22 21:08:55,565 DEBUG Horse: Создание Horse, имя [Horse12], скорость [13.0]
2026-06-22 21:08:55,565 DEBUG Horse: Создание Horse, имя [Horse13], скорость [14.0]
2026-06-22 21:08:55,566 DEBUG Horse: Создание Horse, имя [Horse14], скорость [15.0]
2026-06-22 21:08:55,566 DEBUG Horse: Создание Horse, имя [Horse15], скорость [16.0]
2026-06-22 21:08:55,566 DEBUG Horse: Создание Horse, имя [Horse16], скорость [17.0]
2026-06-22 21:08:55,566 DEBUG Horse: Создание Horse, имя [Horse17], скорость [18.0]
2026-06-22 21:08:55,567 DEBUG Horse: Создание Horse, имя [Horse18], скорость [19.0]
2026-06-22 21:08:55,567 DEBUG Horse: Создание Horse, имя [Horse19], скорость [20.0]
2026-06-22 21:08:55,567 DEBUG Horse: Создание Horse, имя [Horse20], скорость [21.0]
2026-06-22 21:08:55,568 DEBUG Horse: Создание Horse, имя [Horse21], скорость [22.0]
2026-06-22 21:08:55,568 DEBUG Horse: Создание Horse, имя [Horse22], скорость [23.0]
2026-06-22 21:08:55,568 DEBUG Horse: Создание Horse, имя [Horse23], скорость [24.0]
2026-06-22 21:08:55,568 DEBUG Horse: Создание Horse, имя [Horse24], скорость [25.0]
2026-06-22 21:08:55,569 DEBUG Horse: Создание Horse, имя [Horse25], скорость [26.0]
2026-06-22 21:08:55,569 DEBUG Horse: Создание Horse, имя [Horse26], скорость [27.0]
2026-06-22 21:08:55,569 DEBUG Horse: Создание Horse, имя [Horse27], скорость [28.0]
2026-06-22 21:08:55,570 DEBUG Horse: Создание Horse, имя [Horse28], скорость [29.0]
2026-06-22 21:08:55,570 DEBUG Horse: Создание Horse, имя [Horse29], скорость [30.0]
2026-06-22 21:08:55,572 DEBUG Hippodrome: Создание Horse, имя [[Horse@7f36662c, Horse@28e8dde3, Horse@6d23017e, Horse@54dcfa5a, Horse@1817f1eb, Horse@767e20cf, Horse@3a3e78f, Horse@301ec38b, Horse@17a1e4ca, Horse@10ded6a9, Horse@c5dc4a2, Horse@4a194c39, Horse@52066604, Horse@340b9973, Horse@56113384, Horse@5669c5fb, Horse@373ebf74, Horse@5f9678e1, Horse@c4ed84, Horse@189aa67a, Horse@5a9d6f02, Horse@362045c0, Horse@112f364d, Horse@5ccbeb64, Horse@6d9f7a80, Horse@59252cb6, Horse@31d0e481, Horse@3243b914, Horse@241e8ea6, Horse@542e560f]], скорость [{}]
2026-06-22 21:08:55,603 DEBUG Horse: Создание Horse, имя [Horse1], скорость [1.0]
2026-06-22 21:08:55,604 DEBUG Horse: Создание Horse, имя [Horse2], скорость [1.0]
2026-06-22 21:08:55,605 DEBUG Horse: Создание Horse, имя [Horse3], скорость [1.0]
2026-06-22 21:08:55,605 DEBUG Hippodrome: Создание Horse, имя [[Horse@6b00f608, Horse@2f17e30d, Horse@3e821657]], скорость [{}]
2026-06-22 21:08:56,749 DEBUG Horse: Создание Horse, имя [Test], скорость [2.0]
2026-06-22 21:08:56,936 DEBUG Horse: Создание Horse, имя [Test], скорость [2.5]
2026-06-22 21:08:56,939 DEBUG Horse: Создание Horse, имя [Test], скорость [2.0]
2026-06-22 21:08:57,050 DEBUG Horse: Создание Horse, имя [TestName], скорость [2.0]
2026-06-22 21:13:24,136 DEBUG Horse: Создание Horse, имя [Horse0], скорость [1.0]
2026-06-22 21:13:24,147 DEBUG Horse: Создание Horse, имя [Horse1], скорость [2.0]
2026-06-22 21:13:24,147 DEBUG Horse: Создание Horse, имя [Horse2], скорость [3.0]
2026-06-22 21:13:24,148 DEBUG Horse: Создание Horse, имя [Horse3], скорость [4.0]
2026-06-22 21:13:24,148 DEBUG Horse: Создание Horse, имя [Horse4], скорость [5.0]
2026-06-22 21:13:24,149 DEBUG Horse: Создание Horse, имя [Horse5], скорость [6.0]
2026-06-22 21:13:24,149 DEBUG Horse: Создание Horse, имя [Horse6], скорость [7.0]
2026-06-22 21:13:24,149 DEBUG Horse: Создание Horse, имя [Horse7], скорость [8.0]
2026-06-22 21:13:24,149 DEBUG Horse: Создание Horse, имя [Horse8], скорость [9.0]
2026-06-22 21:13:24,150 DEBUG Horse: Создание Horse, имя [Horse9], скорость [10.0]
2026-06-22 21:13:24,150 DEBUG Horse: Создание Horse, имя [Horse10], скорость [11.0]
2026-06-22 21:13:24,150 DEBUG Horse: Создание Horse, имя [Horse11], скорость [12.0]
2026-06-22 21:13:24,150 DEBUG Horse: Создание Horse, имя [Horse12], скорость [13.0]
2026-06-22 21:13:24,151 DEBUG Horse: Создание Horse, имя [Horse13], скорость [14.0]
2026-06-22 21:13:24,151 DEBUG Horse: Создание Horse, имя [Horse14], скорость [15.0]
2026-06-22 21:13:24,151 DEBUG Horse: Создание Horse, имя [Horse15], скорость [16.0]
2026-06-22 21:13:24,152 DEBUG Horse: Создание Horse, имя [Horse16], скорость [17.0]
2026-06-22 21:13:24,152 DEBUG Horse: Создание Horse, имя [Horse17], скорость [18.0]
2026-06-22 21:13:24,152 DEBUG Horse: Создание Horse, имя [Horse18], скорость [19.0]
2026-06-22 21:13:24,153 DEBUG Horse: Создание Horse, имя [Horse19], скорость [20.0]
2026-06-22 21:13:24,153 DEBUG Horse: Создание Horse, имя [Horse20], скорость [21.0]
2026-06-22 21:13:24,154 DEBUG Horse: Создание Horse, имя [Horse21], скорость [22.0]
2026-06-22 21:13:24,154 DEBUG Horse: Создание Horse, имя [Horse22], скорость [23.0]
2026-06-22 21:13:24,154 DEBUG Horse: Создание Horse, имя [Horse23], скорость [24.0]
2026-06-22 21:13:24,155 DEBUG Horse: Создание Horse, имя [Horse24], скорость [25.0]
2026-06-22 21:13:24,155 DEBUG Horse: Создание Horse, имя [Horse25], скорость [26.0]
